3K_DNA_IRIS_UNIQUE_ID	Genetic_Stock_varname	AWPR_REPRO	CUDI_CODE_REPRO	CULT_CODE_REPRO	CUNO_CODE_REPRO	LLT_CODE	PLT_CODE_POST	SDHT_CODE	APANTH_REPRO	APSH	APCO_REV_POST	APCO_REV_REPRO	AWCO_LREV	AWCO_REV	AWDIST	BLANTHPR_VEG	BLANTHDI_VEG	BLPUB_VEG	BLSCO_ANTH_VEG	BLSCO_REV_VEG	CCO_REV_VEG	CUAN_REPRO	ENDO	FLA_EREPRO	FLA_REPRO	INANTH	LIGCO_REV_VEG	LIGSH	LPCO_REV_POST	LPPUB	LSEN	NOANTH	PEX_REPRO	PTH	SCCO_REV	SECOND_BR_REPRO	SLCO_REV	SPKF	SLLT_CODE	AUCO_REV_VEG	BLCO_REV_VEG	CUST_REPRO	INCO_REV_REPRO	LA	NOCO_REV	PA_REPRO	PSH	PTY
IRIS_313-9555	CHUA_DAU::IRGC_4785-1	0.0	2.0	4.0	2.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0		54.0		1.0		9.0	2.0	70.0			3.0	5.0	61.0	60.0	7.0	60.0					9.0
IRIS_313-8409	SOM_NGHE_AN::IRGC_60751-1	0.0	1.0	6.0	2.0	3.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		5.0		11.0	3.0	20.0	4.0	7.0		9.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	60.0	5.0		2.0	1.0	5.0
IRIS_313-9400	NCS_964_C::IRGC_62604-1	0.0	1.0	5.0	2.0	3.0	3.0	2.0				52.0		0.0				2.0		60.0	60.0	3.0	1.0		3.0		11.0	3.0	54.0	2.0	5.0		7.0	3.0	10.0	1.0	20.0	5.0	3.0	61.0	60.0	3.0	41.0	2.0		2.0	1.0	5.0
IRIS_313-9882	O._SATIVA::IRGC_17083-1	0.0	1.0	3.0	2.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	3.0	2.0		5.0		11.0		20.0		9.0		9.0	2.0	10.0		20.0	4.0	3.0	61.0	63.0	7.0	60.0					1.0
IRIS_313-9969	PUTTU_NELLU::IRGC_55346-1	1.0	2.0	5.0	2.0	4.0	3.0	2.0			20.0	52.0		20.0				3.0		60.0	61.0	3.0	2.0		3.0		11.0	3.0	42.0	4.0	3.0		7.0	3.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	3.0	41.0	1.0	60.0	2.0	1.0	5.0
IRIS_313-8399	68-2::IRGC_14546-1	0.0	1.0	1.0	2.0	2.0	2.0	1.0				20.0		0.0				3.0		60.0	61.0	1.0	1.0		7.0		11.0	3.0	20.0	5.0	7.0		7.0	2.0	10.0	1.0	20.0	4.0	3.0	61.0	60.0	1.0	60.0	1.0		2.0	1.0	5.0
IRIS_313-8890	WIR_1072::IRGC_57496-1	9.0	1.0	2.0	2.0	2.0	2.0	2.0				20.0		20.0				3.0		84.0	80.0	1.0	1.0		5.0		84.0	3.0	20.0	5.0	7.0		9.0	1.0	10.0	1.0	20.0	5.0	3.0	80.0	85.0	3.0	60.0	3.0		2.0	1.0	5.0
IRIS_313-9346	SHINCHIKU_IKU_103::IRGC_10430-1	0.0	1.0	4.0	2.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		1.0		11.0		20.0		9.0		9.0	2.0	10.0		20.0	4.0	3.0	61.0	63.0	1.0	60.0					1.0
IRIS_313-9814	AMARELO::IRGC_9389-1	5.0	1.0	1.0	2.0	2.0	2.0	1.0				10.0		20.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		42.0		9.0		9.0	1.0	10.0			4.0	5.0	61.0	63.0	1.0	60.0					1.0
IRIS_313-8324	POENOET_HITAM::IRGC_8193-1	5.0	2.0	5.0	2.0	4.0	3.0	2.0				80.0		80.0				3.0		84.0	60.0	1.0	2.0		5.0		11.0		20.0		9.0		9.0	2.0	10.0		20.0	3.0	3.0	61.0	60.0	9.0	80.0					1.0
IRIS_313-8927	NABESHI::IRGC_8269-1	0.0	2.0	3.0	2.0	3.0	3.0	1.0				70.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		42.0		1.0		9.0	2.0	10.0			4.0	5.0	61.0	60.0	1.0	60.0					5.0
IRIS_313-9519	WANICA::IRGC_3394-1	0.0	2.0	5.0	2.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		5.0		11.0		42.0		9.0		9.0	1.0	10.0			4.0	3.0	61.0	60.0	1.0	60.0					1.0
IRIS_313-10152	KETAN_MENAH::IRGC_48733-1	0.0	2.0	5.0	2.0	4.0	3.0	1.0				80.0		0.0				3.0		60.0	61.0	3.0	2.0		7.0		11.0	3.0	42.0	4.0	7.0		5.0	3.0	10.0	1.0	20.0	4.0	1.0	61.0	60.0	1.0	60.0	4.0		2.0	1.0	5.0
IRIS_313-10272	COLOMBIA_1::IRGC_116970-1								0.0	1.0	70.0	70.0	70.0	40.0	3.0	0.0		2.0	0.0	60.0	61.0	3.0		3.0	3.0	0.0	11.0	3.0	42.0	1.0	9.0	0.0	9.0	3.0		1.0	20.0	5.0	3.0	62.0	63.0	9.0	60.0	1.0	60.0	4.0	1.0	5.0
IRIS_313-8769	KOSAGI::IRGC_57692-1	0.0	2.0	5.0	2.0	4.0	3.0	2.0				20.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	53.0	3.0	9.0		7.0	1.0	10.0	1.0	20.0	4.0	3.0	61.0	63.0	3.0	41.0	6.0		2.0	1.0	5.0
IRIS_313-8999	ARC_11430_B::IRGC_14567-1	0.0	1.0	3.0	2.0	3.0	3.0	1.0				10.0		0.0				3.0		60.0	60.0	1.0	1.0		3.0		11.0		20.0		9.0		9.0	2.0	10.0		20.0	4.0	3.0	61.0	63.0	7.0	60.0					1.0
IRIS_313-9101	DARAWAL::IRGC_71514-1	0.0	2.0	6.0	2.0	3.0	3.0	2.0				80.0		0.0				3.0		60.0	61.0	3.0	1.0		5.0		11.0	3.0	42.0	1.0	7.0		9.0	2.0	10.0	1.0	20.0	5.0	3.0	61.0	63.0	3.0	84.0	3.0		2.0	1.0	5.0
